ID,Согласие_на_зачисление,Приоритет_ОП,Балл_Физика_ИКТ,Балл_Русский,Балл_Математика,Балл_ИД,Сумма_баллов
1,True,1,58,52,54,1,165
6,True,2,67,58,59,7,191
7,True,1,45,70,53,2,170
12,True,1,72,75,86,9,242
15,False,2,75,62,90,8,235
26,False,3,88,81,89,2,260
36,False,2,92,67,68,8,235
49,False,2,96,100,97,5,298
51,True,1,70,78,69,2,219
52,False,2,68,50,70,8,196
53,True,2,70,95,92,6,263
54,False,2,55,72,60,0,187
62,True,2,66,58,91,8,223
68,False,3,69,50,48,10,177
77,False,1,48,95,54,9,206
79,False,2,94,98,60,4,256
86,False,2,50,80,61,0,191
94,False,2,71,79,97,1,248
103,True,3,59,58,96,6,219
111,True,1,79,62,82,4,227
116,True,1,80,86,48,4,218
128,False,1,85,90,92,9,276
132,True,1,66,75,76,3,220
133,False,2,92,79,87,1,259
136,False,3,80,87,88,8,263
142,False,2,59,73,93,4,229
152,True,1,47,100,48,10,205
156,False,2,61,49,80,6,196
173,True,1,73,59,65,0,197
174,True,1,58,79,77,10,224
175,True,1,63,69,86,10,228
176,True,1,79,86,97,1,263
177,True,1,52,60,100,0,212
178,True,1,60,90,88,2,240
179,True,1,95,68,86,2,251
181,True,1,69,56,83,6,214
182,True,1,100,100,71,4,275
183,True,1,76,93,71,5,245
184,True,1,61,100,53,6,220
185,True,1,59,100,99,8,266
186,True,1,90,73,96,9,268
188,True,1,78,71,96,2,247
189,True,1,81,47,93,1,222
190,True,1,84,54,50,8,196
191,True,1,91,64,60,0,215
192,False,1,57,100,91,2,250
193,True,1,84,55,45,2,186
195,False,1,59,86,73,9,227
196,False,1,85,97,66,10,258
197,True,1,88,64,76,7,235
198,False,1,71,80,63,10,224
199,False,1,65,58,68,10,201
200,True,1,69,83,68,10,230
201,True,1,85,66,45,10,206
202,True,1,47,86,97,8,238
203,False,1,80,48,87,2,217
204,True,1,77,58,61,0,196
205,True,1,60,100,83,8,251
207,True,1,65,91,88,6,250
208,True,1,67,92,84,5,248
209,True,1,67,78,45,6,196
210,True,1,52,64,80,1,197
211,False,1,78,56,68,10,212
212,True,1,93,87,73,7,260
213,True,1,96,45,75,6,222
472,False,2,55,96,75,5,231
473,False,1,90,53,83,3,229
492,False,2,46,76,45,1,168
493,True,1,81,48,71,10,210
495,False,3,81,80,83,4,248
500,False,2,66,84,81,4,235
508,True,1,100,96,76,7,279
509,False,2,47,51,49,3,150
510,False,2,74,71,45,5,195
514,False,2,72,85,87,4,248
515,False,2,66,64,53,2,185
522,True,2,69,96,54,1,220
529,True,2,60,78,47,0,185
531,True,1,73,57,86,0,216
745,True,1,84,47,45,3,179
747,False,2,49,95,70,2,216
750,False,1,75,45,79,0,199
753,False,2,82,64,68,10,224
757,False,2,56,61,80,4,201
759,True,1,91,51,98,5,245
760,False,1,84,88,100,8,280
762,True,2,45,90,49,2,186
763,False,2,89,63,50,0,202
768,True,1,45,97,63,4,209
772,True,1,64,45,75,4,188
776,False,2,81,100,85,10,276
779,True,1,50,67,55,5,177
780,False,1,65,62,53,8,188
787,True,1,95,75,82,0,252
788,True,1,87,87,91,2,267
789,True,2,63,80,97,8,248
1008,True,2,77,80,49,2,208
1012,True,1,92,95,73,8,268
1018,True,1,58,81,54,2,195
1028,True,2,76,45,87,7,215
1029,True,1,96,68,92,3,259
1031,False,2,56,55,91,9,211
1034,False,2,61,89,89,10,249
1035,True,1,100,53,58,2,213
1036,False,2,89,72,65,8,234
1041,True,1,70,70,63,7,210
1043,True,1,60,96,70,2,228
1045,False,2,55,97,88,5,245
1046,False,2,91,45,54,5,195
1058,False,2,86,67,70,2,225
1061,True,1,64,99,95,8,266
1062,True,1,78,54,76,2,210
1063,True,1,96,62,83,5,246
1064,True,1,71,45,92,10,218
1066,True,1,45,80,100,6,231
1068,True,1,87,53,84,6,230
1069,True,1,93,66,59,8,226
1070,True,1,84,74,97,10,265
1071,True,1,57,84,61,7,209
1072,False,1,70,81,64,2,217
1073,True,1,50,83,83,1,217
1074,False,1,45,93,57,3,198
1075,True,1,99,49,58,0,206
1076,False,1,77,60,50,1,188
1077,True,1,85,86,100,8,279
1078,False,1,83,80,79,8,250
1079,True,1,88,85,64,0,237
1080,True,1,66,58,79,1,204
1081,True,1,45,55,82,6,188
1082,True,1,100,51,72,10,233
1083,True,1,47,67,84,4,202
1084,True,1,100,67,93,0,260
1086,True,1,52,87,49,5,193
1087,True,1,50,63,74,0,187
1088,False,1,53,95,57,6,211
1089,False,1,67,61,60,10,198
1090,True,1,87,63,77,10,237
1091,True,1,57,85,96,7,245
1092,True,1,67,87,47,10,211
1093,True,1,78,68,92,8,246
1094,False,1,87,87,77,0,251
1095,True,1,60,92,55,7,214
1096,True,1,65,81,69,10,225
1097,True,1,60,83,85,8,236
1098,True,1,65,61,79,6,211
1099,True,1,100,68,69,10,247
1100,True,1,68,95,87,5,255
1101,True,1,82,61,77,7,227
1102,False,1,54,70,91,6,221
1103,False,1,95,65,68,6,234
1104,True,1,73,67,45,2,187
1106,True,1,56,61,47,4,168
1107,True,1,62,60,98,3,223
1108,False,1,49,97,93,4,243
1109,True,1,76,81,77,8,242
1110,True,1,85,51,54,0,190
1111,True,1,72,72,52,2,198
1112,True,1,63,63,82,2,210
1113,False,1,61,63,94,3,221
1114,True,1,50,77,70,9,206
1115,True,1,57,94,54,4,209
1116,True,1,90,76,55,9,230
1117,False,1,98,89,91,8,286
1118,True,1,98,54,80,10,242
1119,False,1,62,45,91,10,208
1120,False,1,69,54,95,0,218
1121,True,1,93,68,69,5,235
1122,True,1,73,98,48,3,222
1123,True,1,88,89,96,8,281
1124,False,1,47,90,97,10,244
1125,False,1,69,45,69,6,189
1127,False,1,57,69,75,2,203
1128,True,1,49,48,92,6,195
