ID,Согласие_на_зачисление,Приоритет_ОП,Балл_Физика_ИКТ,Балл_Русский,Балл_Математика,Балл_ИД,Сумма_баллов
7,False,2,50,69,51,5,175
8,False,1,96,47,91,7,241
10,True,1,81,57,90,1,229
24,False,2,83,49,69,6,207
36,True,1,90,64,70,10,234
37,False,2,52,60,59,1,172
51,False,1,71,76,75,3,225
53,False,2,72,89,91,8,260
61,False,1,65,61,58,10,194
62,True,1,70,53,87,10,220
63,True,1,65,93,49,0,207
64,False,1,81,51,49,8,189
65,False,1,61,53,67,1,182
66,False,1,98,79,90,4,271
67,False,2,87,97,80,4,268
68,True,1,61,52,51,8,172
69,False,1,63,83,58,5,209
70,False,1,85,99,61,8,253
71,True,1,99,48,50,10,207
72,True,1,62,47,45,5,159
73,False,1,73,80,90,6,249
74,True,1,52,49,89,2,192
75,False,1,98,68,82,8,256
76,False,1,53,47,64,5,169
77,False,3,58,88,60,10,216
78,False,1,94,80,100,6,280
79,False,2,96,96,56,6,254
80,True,1,92,66,95,6,259
81,False,2,62,55,95,1,213
82,False,1,47,99,75,3,224
83,False,1,74,67,64,3,208
84,True,1,87,57,70,5,219
85,False,1,49,94,62,5,210
86,False,3,56,82,61,0,199
87,False,1,72,67,91,5,235
88,False,1,77,52,69,9,207
89,True,1,47,90,72,0,209
90,False,1,96,79,88,10,273
91,False,1,72,49,87,5,213
92,False,2,91,64,77,4,236
93,False,2,57,71,87,6,221
94,False,2,70,80,98,0,248
95,True,1,58,72,95,9,234
96,False,1,88,58,77,7,230
97,False,2,87,50,63,8,208
98,False,1,93,60,88,4,245
99,True,1,57,54,46,0,157
100,False,1,75,84,99,1,259
101,True,1,85,81,57,6,229
102,True,1,60,54,86,0,200
103,False,3,59,56,96,8,219
104,False,1,80,60,99,1,240
105,True,1,96,74,87,8,265
106,True,1,93,60,98,10,261
107,False,1,94,78,76,10,258
108,False,1,73,49,90,4,216
109,False,1,66,65,79,1,211
110,False,1,59,69,89,2,219
111,True,1,71,66,79,7,223
112,True,1,58,98,71,6,233
113,False,1,67,64,93,6,230
114,False,1,62,72,76,0,210
115,False,1,87,88,96,6,277
116,False,1,84,79,46,6,215
117,False,1,87,46,50,10,193
118,True,1,100,74,56,0,230
119,False,1,65,58,74,5,202
120,False,1,69,62,93,6,230
121,True,1,50,75,46,8,179
122,False,1,67,59,86,1,213
123,False,1,93,46,60,3,202
124,False,2,60,53,75,10,198
125,True,1,58,74,89,4,225
126,False,2,94,97,55,4,250
127,True,1,46,64,81,10,201
128,False,1,82,89,98,10,279
129,False,1,89,94,64,10,257
130,False,1,67,79,72,10,228
131,True,1,77,86,66,0,229
132,False,2,72,68,85,7,232
133,False,1,91,78,86,4,259
134,True,1,97,91,82,4,274
135,False,1,60,98,50,4,212
136,False,3,81,84,87,6,258
137,False,1,76,99,65,2,242
138,True,1,67,96,61,5,229
139,False,1,83,89,62,8,242
140,False,1,57,50,60,6,173
141,False,1,93,60,89,7,249
142,False,2,59,70,89,3,221
143,False,1,82,68,75,8,233
144,False,1,72,92,80,5,249
145,False,1,74,62,64,4,204
146,True,1,91,57,65,1,214
147,False,2,57,58,92,7,214
148,False,1,82,93,78,9,262
149,False,1,51,98,57,4,210
150,True,1,56,64,45,8,173
151,False,1,47,48,80,4,179
152,False,2,51,100,45,9,205
