ID,Согласие_на_зачисление,Приоритет_ОП,Балл_Физика_ИКТ,Балл_Русский,Балл_Математика,Балл_ИД,Сумма_баллов
2,False,1,80,67,47,0,194
4,True,1,88,90,90,7,275
5,True,1,70,85,66,2,223
6,True,2,69,57,59,5,190
7,True,1,45,68,53,4,170
8,False,2,97,50,93,7,247
9,True,1,66,46,82,3,197
10,True,1,86,62,91,1,240
11,False,1,60,99,67,2,228
12,False,3,67,79,81,7,234
13,True,1,62,63,85,4,214
14,False,2,82,81,50,7,220
15,False,2,71,58,89,7,225
16,False,1,66,93,98,0,257
17,False,1,45,96,69,7,217
18,False,1,59,77,89,4,229
19,True,1,72,65,85,6,228
20,True,1,50,62,92,9,213
21,True,1,93,84,67,10,254
22,True,1,60,55,78,7,200
23,True,1,50,96,57,2,205
24,True,1,83,52,69,5,209
25,True,1,69,75,57,7,208
26,False,3,92,77,90,4,263
28,True,1,91,87,64,10,252
29,True,1,100,90,61,8,259
30,False,1,57,53,63,2,175
31,True,1,98,78,45,7,228
32,True,1,45,54,72,5,176
33,True,1,60,76,55,1,192
34,False,2,52,89,73,6,220
35,True,1,73,97,85,8,263
36,False,4,93,64,71,10,238
37,True,1,57,62,61,0,180
38,True,1,85,79,55,10,229
39,True,1,46,86,87,0,219
40,False,1,49,100,70,0,219
41,True,1,58,87,81,3,229
42,True,1,87,77,83,9,256
43,True,1,76,99,67,3,245
44,True,1,91,67,71,5,234
45,True,1,98,92,45,10,245
46,False,2,47,68,86,4,205
47,True,1,56,59,77,9,201
48,True,1,52,63,78,2,195
49,True,1,99,99,99,6,303
50,False,1,91,79,95,0,265
51,False,2,70,81,70,1,222
52,False,2,64,45,68,6,183
53,False,3,75,92,94,6,267
54,False,1,54,67,63,1,185
55,False,1,84,48,92,6,230
56,True,1,81,71,77,9,238
57,False,1,82,52,99,2,235
58,True,1,45,88,98,1,232
59,False,1,86,59,80,7,232
60,True,1,47,73,89,9,218
214,True,1,60,89,59,4,212
215,True,1,88,97,99,1,285
216,True,1,86,99,86,0,271
217,True,1,50,70,69,6,195
218,True,1,80,75,48,10,213
219,True,1,45,89,55,1,190
220,False,1,76,99,72,10,257
221,True,1,95,66,81,1,243
222,True,1,78,47,59,3,187
223,False,1,100,89,81,7,277
224,True,1,62,47,49,10,168
225,False,1,62,79,81,10,232
226,True,1,47,56,99,5,207
227,False,1,46,58,82,2,188
228,True,1,93,97,90,6,286
229,True,1,49,64,55,9,177
230,True,1,60,81,98,6,245
231,False,1,88,79,66,6,239
232,True,1,93,92,53,1,239
233,True,1,77,92,67,0,236
234,True,1,51,72,59,1,183
235,True,1,66,83,94,9,252
236,True,1,83,70,94,5,252
237,True,1,46,85,62,7,200
238,False,1,76,59,67,8,210
239,False,1,69,72,56,10,207
240,True,1,82,87,69,1,239
241,False,1,94,84,63,3,244
242,False,1,90,49,50,4,193
243,True,1,54,69,90,10,223
244,False,1,54,92,69,5,220
245,True,1,68,51,50,0,169
246,True,1,64,73,68,4,209
247,True,1,51,53,50,2,156
248,True,1,72,73,80,8,233
249,True,1,77,71,51,0,199
250,False,1,50,67,80,1,198
251,True,1,83,83,95,5,266
252,True,1,100,69,45,4,218
253,True,1,71,69,94,1,235
254,False,1,91,80,60,9,240
255,False,1,78,55,88,6,227
256,True,1,55,53,62,4,174
257,False,1,62,76,54,1,193
258,False,1,55,72,62,6,195
259,True,1,64,75,95,1,235
