ID,Согласие_на_зачисление,Приоритет_ОП,Балл_Физика_ИКТ,Балл_Русский,Балл_Математика,Балл_ИД,Сумма_баллов
2,True,1,81,57,52,0,190
7,False,2,45,71,51,0,167
14,True,2,76,82,55,8,221
26,True,1,92,80,87,0,259
29,True,1,100,87,63,4,254
34,True,1,52,95,74,7,228
36,False,2,90,68,72,10,240
46,True,1,46,66,91,6,209
49,False,2,99,96,92,5,292
51,False,2,66,80,68,0,214
52,False,2,69,54,67,8,198
67,True,2,97,96,85,9,287
68,False,3,68,48,50,10,176
77,False,2,49,92,53,9,203
81,False,2,67,55,97,0,219
86,True,1,49,77,65,0,191
92,True,1,90,64,71,2,227
93,False,2,60,67,88,7,222
103,True,2,55,55,91,7,208
123,False,2,86,48,54,4,192
124,True,1,58,60,76,10,204
130,True,1,58,76,64,8,206
136,False,3,85,90,91,7,273
147,True,1,63,55,93,6,217
153,True,1,74,79,63,2,218
154,True,1,52,70,65,0,187
156,True,1,63,45,78,5,191
157,True,1,76,58,81,0,215
158,True,1,55,50,63,6,174
159,True,1,59,45,74,6,184
160,True,1,56,96,57,9,218
161,True,1,55,64,88,8,215
162,True,1,95,59,74,1,229
164,True,1,67,93,68,8,236
165,True,1,79,82,61,8,230
166,True,1,74,45,78,7,204
167,True,1,90,95,96,5,286
169,True,1,90,92,46,8,236
170,True,1,75,68,52,9,204
171,True,1,98,71,46,8,223
172,True,1,66,70,92,0,228
473,False,3,95,58,84,5,242
483,True,1,45,84,60,7,196
485,True,1,69,100,70,6,245
494,True,1,65,56,59,1,181
498,True,3,90,90,73,3,256
504,True,1,60,90,64,6,220
506,True,1,69,85,60,1,215
509,False,2,45,46,47,3,141
510,True,1,78,70,49,5,202
514,True,1,74,90,83,4,251
516,True,1,82,66,51,10,209
518,True,1,54,62,93,3,212
523,False,3,86,48,94,10,238
528,False,2,56,94,67,5,222
531,False,3,72,52,85,0,209
532,False,2,86,80,72,0,238
534,True,1,73,59,51,7,190
536,True,1,47,61,79,9,196
749,False,1,100,73,69,10,252
753,True,1,83,69,70,10,232
758,True,1,99,93,64,4,260
766,False,2,78,97,94,8,277
767,False,2,73,65,68,10,216
769,True,1,82,95,95,9,281
770,True,1,100,92,62,4,258
775,True,1,57,71,79,0,207
778,False,2,99,84,46,7,236
787,False,2,93,78,81,0,252
789,True,1,58,78,94,9,239
791,True,1,53,45,45,6,149
795,True,1,45,87,86,10,228
796,True,1,49,93,100,10,252
797,True,1,45,87,100,3,235
799,True,1,96,92,63,9,260
800,True,1,51,67,93,4,215
801,True,1,61,69,100,9,239
802,True,1,51,77,52,10,190
805,True,1,63,84,60,7,214
806,True,1,86,99,100,10,295
807,True,1,71,50,79,6,206
808,False,1,45,54,52,0,151
809,True,1,77,79,71,6,233
810,True,1,81,59,63,6,209
812,True,1,64,66,86,10,226
813,True,1,49,54,55,2,160
814,True,1,86,100,60,5,251
815,False,1,56,50,87,8,201
816,False,1,100,49,100,10,259
817,True,1,74,89,84,5,252
818,True,1,61,82,57,8,208
819,True,1,59,57,94,10,220
820,True,1,67,60,71,1,199
821,True,1,82,86,61,4,233
822,True,1,62,86,48,0,196
823,False,1,64,74,66,7,211
824,True,1,93,92,67,7,259
825,True,1,61,76,83,2,222
827,False,1,48,65,59,1,173
828,True,1,93,97,94,6,290
829,True,1,66,90,59,3,218
830,True,1,86,91,67,9,253
831,True,1,66,72,64,3,205
832,False,1,80,81,45,4,210
833,True,1,84,80,53,6,223
834,True,1,91,99,45,10,245
835,True,1,65,61,95,8,229
837,True,1,100,80,91,1,272
838,True,1,92,83,82,4,261
839,True,1,100,83,59,0,242
840,True,1,83,57,76,10,226
841,True,1,69,78,91,1,239
843,True,1,92,100,62,1,255
844,True,1,75,81,69,2,227
845,True,1,72,70,76,0,218
846,True,1,86,53,98,10,247
847,True,1,79,61,94,7,241
848,True,1,52,81,56,2,191
849,True,1,79,90,81,3,253
850,True,1,82,87,68,4,241
851,True,1,50,56,91,10,207
853,True,1,58,45,89,4,196
