ID,Согласие_на_зачисление,Приоритет_ОП,Балл_Физика_ИКТ,Балл_Русский,Балл_Математика,Балл_ИД,Сумма_баллов
1,False,1,56,57,57,3,173
6,True,1,69,57,59,5,190
7,False,3,45,68,53,4,170
12,True,1,67,79,81,7,234
15,False,1,71,58,89,7,225
26,False,2,92,77,90,4,263
36,False,3,93,64,71,10,238
49,False,3,99,99,99,6,303
51,False,3,70,81,70,1,222
52,False,3,64,45,68,6,183
53,False,2,75,92,94,6,267
54,False,2,54,67,63,1,185
62,True,1,69,57,91,8,225
68,True,1,64,52,47,9,172
77,True,3,53,92,56,9,210
79,True,2,95,96,55,4,250
86,False,2,52,79,57,1,189
94,False,2,74,82,97,2,255
103,True,1,64,59,94,7,224
111,True,1,76,65,81,6,228
116,True,1,83,82,45,5,215
128,True,1,87,90,97,10,284
132,False,1,68,73,80,5,226
133,True,2,94,82,88,2,266
136,False,3,81,89,89,8,267
142,True,1,58,74,89,5,226
152,False,1,48,100,45,10,203
156,True,2,61,51,75,5,192
173,True,1,68,58,66,0,192
174,True,1,58,75,73,8,214
175,False,1,61,68,88,8,225
176,False,1,80,87,94,2,263
177,False,1,49,59,100,2,210
178,True,1,55,85,93,4,237
179,True,1,95,67,81,2,245
181,True,1,71,53,85,8,217
182,False,1,99,100,70,4,273
183,False,1,76,96,76,5,253
184,False,1,65,99,58,4,226
185,True,1,57,99,94,7,257
186,True,1,92,76,92,8,268
188,False,1,78,68,98,3,247
189,True,1,79,50,91,2,222
190,False,1,84,58,52,7,201
191,True,1,87,61,59,0,207
192,True,1,53,98,87,2,240
193,False,1,84,59,49,0,192
195,True,1,63,83,71,9,226
196,True,1,80,97,64,8,249
197,True,1,89,59,76,6,230
198,True,1,66,77,62,9,214
199,False,1,67,58,70,9,204
200,True,1,64,80,70,10,224
201,True,1,84,66,49,10,209
202,True,1,47,81,96,10,234
203,True,1,75,52,84,3,214
204,False,1,74,58,57,0,189
205,False,1,62,100,85,10,257
206,True,1,68,45,59,9,181
207,False,1,68,87,93,8,256
208,True,1,66,97,82,4,249
209,False,1,64,76,45,7,192
210,False,1,51,69,81,3,204
211,True,1,77,54,67,9,207
212,True,1,90,91,77,6,264
213,True,1,96,49,74,8,227
472,False,3,59,99,78,6,242
473,False,3,92,50,82,1,225
492,False,2,47,74,48,2,171
493,False,2,76,46,69,10,201
495,True,1,84,84,84,3,255
500,True,1,67,81,77,5,230
506,False,2,60,82,65,5,212
508,False,2,98,96,76,8,278
509,False,3,47,50,48,3,148
510,False,1,78,75,45,5,203
514,True,1,68,90,87,6,251
515,False,2,64,65,53,2,184
522,False,2,66,92,49,3,210
529,False,2,55,73,49,0,177
531,False,2,69,55,91,1,216
745,False,1,89,51,47,2,189
747,False,2,52,99,70,3,224
750,True,1,76,45,78,0,199
753,False,1,77,69,71,9,226
757,False,2,57,58,84,4,203
759,True,2,90,52,93,5,240
760,True,2,88,92,98,8,286
762,False,2,48,87,48,3,186
763,True,1,88,61,54,0,203
768,False,2,45,92,61,3,201
772,True,1,69,47,72,4,192
776,False,2,76,95,81,8,260
779,True,1,50,67,59,3,179
780,False,2,68,63,58,9,198
787,False,2,94,79,79,0,252
788,False,1,87,85,94,3,269
789,False,3,58,79,98,6,241
1008,False,1,74,85,54,2,215
1012,False,2,94,100,68,9,271
1018,False,1,61,84,54,1,200
1028,True,1,79,45,89,7,220
1029,True,2,94,72,96,4,266
1030,False,2,80,68,57,6,211
1031,False,2,60,55,90,10,215
1034,False,2,63,86,92,8,249
1035,False,2,99,49,56,2,206
1036,True,1,84,73,62,9,228
1041,False,2,66,71,64,7,208
1043,False,2,62,94,70,1,227
1045,False,2,52,94,90,3,239
1046,False,1,92,47,57,7,203
1058,True,2,89,69,67,2,227
1061,True,1,62,100,98,9,269
1062,False,1,78,54,73,4,209
1063,True,1,97,61,79,5,242
1064,False,1,74,45,94,10,223
1065,True,1,77,69,91,2,239
1066,True,1,46,84,99,5,234
1067,True,1,94,84,60,5,243
1068,False,1,91,49,87,8,235
1069,False,1,97,69,57,8,231
1070,False,1,88,76,94,8,266
1071,True,1,54,84,63,5,206
1072,True,1,71,86,65,1,223
1073,True,1,51,78,87,1,217
1074,False,1,47,98,53,2,200
1075,True,1,100,47,57,1,205
1076,True,1,76,57,51,0,184
1077,False,1,81,86,98,6,271
1078,True,1,87,76,78,9,250
1079,False,1,89,82,61,0,232
1080,True,1,68,59,83,1,211
1081,True,1,45,58,86,7,196
1082,True,1,98,50,74,10,232
1083,False,1,48,68,80,6,202
1084,True,1,97,68,95,0,260
1085,True,1,97,84,62,8,251
1086,False,1,47,91,49,4,191
1087,False,1,49,58,78,1,186
1088,True,1,51,91,59,8,209
1089,False,1,69,57,57,8,191
1090,True,1,87,60,81,10,238
1091,True,1,56,80,92,8,236
1092,True,1,71,92,51,10,224
1093,True,1,81,67,88,7,243
1094,False,1,89,87,72,1,249
1095,True,1,55,95,56,8,214
1096,False,1,70,77,66,10,223
1097,True,1,55,79,83,7,224
1098,True,1,67,65,80,5,217
1099,False,1,99,68,71,10,248
1100,False,1,72,97,91,5,265
1101,True,1,83,60,81,8,232
1102,True,1,58,69,94,8,229
1103,False,1,92,61,68,7,228
1104,False,1,73,70,45,0,188
1105,True,1,63,83,46,8,200
1106,False,1,53,64,45,4,166
1107,True,1,59,58,99,5,221
1108,False,1,46,94,97,4,241
1109,False,1,80,77,80,9,246
1110,True,1,81,54,51,0,186
1111,True,1,74,67,54,2,197
1112,False,1,61,68,82,3,214
1113,True,1,59,61,96,4,220
1114,True,1,50,81,70,9,210
1115,True,1,58,91,49,5,203
1116,True,1,95,75,56,7,233
1117,False,1,97,89,89,9,284
1118,True,1,97,51,83,10,241
1119,True,1,64,47,91,9,211
1120,True,1,69,50,94,0,213
1121,False,1,94,66,67,6,233
