ID,Согласие_на_зачисление,Приоритет_ОП,Балл_Физика_ИКТ,Балл_Русский,Балл_Математика,Балл_ИД,Сумма_баллов
2,False,2,81,57,52,0,190
4,True,1,87,95,89,5,276
5,True,1,75,83,61,2,221
6,True,1,68,59,59,5,191
8,True,1,100,52,97,7,256
10,False,2,89,56,90,3,238
11,True,1,58,100,61,3,222
12,False,2,75,77,87,9,248
13,True,1,63,63,91,4,221
14,True,1,76,82,55,8,221
15,False,2,79,66,89,8,242
16,False,1,64,100,91,2,257
17,True,1,45,95,76,7,223
19,True,1,77,65,90,4,236
20,True,1,56,60,87,8,211
21,True,1,98,79,66,8,251
22,True,1,57,62,78,4,201
23,True,1,46,96,57,0,199
25,True,1,63,76,60,10,209
26,False,3,92,80,87,0,259
28,True,1,88,91,65,10,254
29,False,2,100,87,63,4,254
30,True,1,55,55,66,4,180
31,True,1,98,72,49,8,227
32,True,1,45,58,72,5,180
33,True,1,60,76,52,0,188
36,True,1,90,68,72,10,240
37,False,2,61,67,52,1,181
38,True,1,79,73,59,8,219
39,True,1,45,82,87,0,214
40,False,1,56,98,67,3,224
41,True,1,57,85,72,4,218
42,True,1,79,74,77,7,237
43,True,1,69,97,71,3,240
44,True,1,88,72,69,7,236
45,True,1,94,88,45,10,237
46,True,2,46,66,91,6,209
47,True,1,49,56,78,10,193
48,True,1,59,56,88,4,207
49,True,3,99,96,92,5,292
50,True,1,93,81,92,1,267
53,False,2,68,96,97,8,269
54,False,2,53,70,62,0,185
55,True,1,86,50,82,6,224
56,True,1,82,74,78,6,240
57,True,1,85,48,95,5,233
58,True,1,49,82,96,2,229
59,True,1,83,52,71,9,215
60,True,1,46,73,97,7,223
214,False,1,63,87,59,1,210
216,True,1,83,100,89,2,274
217,True,1,54,67,67,10,198
220,True,1,79,100,72,10,261
221,True,1,88,65,72,1,226
222,True,1,70,45,58,7,180
223,True,1,95,94,86,8,283
224,True,1,69,45,47,10,171
225,True,1,60,85,75,10,230
226,True,1,45,66,100,5,216
227,True,1,47,59,83,0,189
228,True,1,84,100,91,4,279
229,True,1,50,60,54,10,174
230,True,1,64,72,92,8,236
231,True,1,94,79,68,6,247
232,True,1,99,87,55,0,241
233,True,1,80,92,67,0,239
234,True,1,50,69,56,0,175
235,True,1,61,88,100,9,258
236,True,1,85,74,95,6,260
237,True,1,53,85,63,7,208
238,False,1,77,57,59,7,200
239,True,1,74,77,63,10,224
240,True,1,81,88,68,0,237
241,True,1,100,83,68,6,257
242,True,1,95,45,56,4,200
244,True,1,53,95,71,4,223
245,True,1,62,51,53,1,167
246,True,1,66,76,69,4,215
247,True,1,59,47,54,6,166
248,True,1,65,76,85,6,232
249,True,1,78,72,45,2,197
250,True,1,51,67,83,1,202
251,True,1,83,86,100,2,271
253,True,1,68,70,95,3,236
254,False,1,87,81,68,7,243
255,True,1,81,50,90,8,229
256,True,1,48,57,60,6,171
257,True,1,53,79,50,2,184
259,True,1,65,73,100,0,238
261,True,1,76,86,83,3,248
264,True,1,68,92,94,5,259
266,True,1,89,58,63,5,215
267,True,1,83,84,51,8,226
268,True,1,57,55,70,4,186
269,True,1,62,88,94,8,252
271,True,1,68,70,62,7,207
272,True,1,72,57,85,5,219
